"lon","lat","species.name","optional"
-116.5,49,"pasm",TRUE
-119.816667,49.366667,"pasm",TRUE
-124.6,51.9,"pasm",TRUE
-105.02472,37.34835,"pasm",TRUE
-113.322137,46.334573,"pasm",TRUE
-136.287,62.088,"pasm",TRUE
-136.2833,62.0833,"pasm",TRUE
-110.73261,46.84315,"pasm",TRUE
-106.32613,41.34775,"pasm",TRUE
-113.9879,45.9526,"pasm",TRUE
-110.25493,45.29114,"pasm",TRUE
-109.99569,45.89464,"pasm",TRUE
-107.36064,44.80719,"pasm",TRUE
-106.29633,41.28091,"pasm",TRUE
-109.54132,44.03968,"pasm",TRUE
-114.0086,45.8948,"pasm",TRUE
-110.95521,43.49743,"pasm",TRUE
-113.95068,45.76364,"pasm",TRUE
-115.1333,51.0667,"pasm",TRUE
-111.328,41.9017,"pasm",TRUE
-114.6756,43.7672,"pasm",TRUE
-113.88927,46.65118,"pasm",TRUE
-113.925,46.8984,"pasm",TRUE
-106.291128,41.32386,"pasm",TRUE
-136.2333,64.4667,"pasm",TRUE
-106.326129,41.347748,"pasm",TRUE
-114.3667,49.5833,"pasm",TRUE
-105.76529,36.36447,"pasm",TRUE
-105.76059,37.35677,"pasm",TRUE
-122.583333,51.116667,"pasm",TRUE
-109.643,45.196,"pasm",TRUE
-109.247,45.186,"pasm",TRUE
-107.42041,38.11272,"pasm",TRUE
-120.933333,49.083333,"pasm",TRUE
-138.25,64.4667,"pasm",TRUE
-138.2,64.6,"pasm",TRUE
-119.81368,38.54422,"pasm",TRUE
-117.2833,49.5,"pasm",TRUE
-122.6667,51.8833,"pasm",TRUE
-117.295,49.493,"pasm",TRUE
-117.283,49.5,"pasm",TRUE
-120.883,49.067,"pasm",TRUE
-106.90873,38.88238,"pasm",TRUE
-106.93629,38.97637,"pasm",TRUE
-121.583333,50.3,"pasm",TRUE
-122.616667,51.15,"pasm",TRUE
-106.4803943,38.67993347,"pasm",TRUE
-123.409627,47.933146,"pasm",TRUE
-106.84615,38.66472,"pasm",TRUE
-107.04271,39.0101,"pasm",TRUE
-114.3167,49.2833,"pasm",TRUE
-107.50342,44.63996,"pasm",TRUE
-114.44621,47.15682,"pasm",TRUE
-114.51667,50.2,"pasm",TRUE
-109.22778,47.21889,"pasm",TRUE
-115.2,51.016667,"pasm",TRUE
-109.22434,46.7083,"pasm",TRUE
-110.718,46.838,"pasm",TRUE
-133.699,59.567,"pasm",TRUE
-106.062519,39.361655,"pasm",TRUE
-106.8255,38.886527,"pasm",TRUE
-114.983333,50.616667,"pasm",TRUE
-105.05444,37.98751,"pasm",TRUE
-107.664506,37.666947,"pasm",TRUE
-122.2,50.7667,"pasm",TRUE
-107.42,44.026,"pasm",TRUE
-109.56739,44.98994,"pasm",TRUE
-114.9167,50.55,"pasm",TRUE
-114.6,50.2833,"pasm",TRUE
-116.5,49.1,"pasm",TRUE
-114.8333,50.9333,"pasm",TRUE
-113.27093,48.54775,"pasm",TRUE
-110.67172,46.874624,"pasm",TRUE
-114.9667,50.5917,"pasm",TRUE
-115.1833,50.7,"pasm",TRUE
-109.56378,45.27117,"pasm",TRUE
-117.083,49.071,"pasm",TRUE
-114.4,49.8583,"pasm",TRUE
-110.64334,45.41604,"pasm",TRUE
-120.7832,49.0608,"pasm",TRUE
-115.1667,50.7,"pasm",TRUE
-117.3,49.967,"pasm",TRUE
-114.35,49.4,"pasm",TRUE
-114.3,49.3667,"pasm",TRUE
-122.083,50.733,"pasm",TRUE
-120.852,49.062,"pasm",TRUE
-117.566,49.01,"pasm",TRUE
-133.65,59.536,"pasm",TRUE
-114.4306,50.8139,"pasm",TRUE
-115.2,51.0167,"pasm",TRUE
-114.515991,50.217337,"pasm",TRUE
-121.95,50.96069,"pasm",TRUE
-107.93673,39.06665,"pasm",TRUE
-105.8703869,39.65991984,"pasm",TRUE
-106.19889,38.27528,"pasm",TRUE
-121.983,51.267,"pasm",TRUE
-128.85,55.3,"pasm",TRUE
-106.9704097,38.94992585,"pasm",TRUE
-119,49.05,"pasm",TRUE
-108.72844,40.58135,"pasm",TRUE
-119.81169,38.54322,"pasm",TRUE
-120.95582,46.54865,"pasm",TRUE
-114.516,50.2,"pasm",TRUE
-114.716,50.4,"pasm",TRUE
-120.71039,48.7718,"pasm",TRUE
-122.9,50.966667,"pasm",TRUE
-114.4,46.783,"pasm",TRUE
-110.753,46.453,"pasm",TRUE
-106.92532,38.7198,"pasm",TRUE
-106.484196,38.689159,"pasm",TRUE
-113.7,49.05,"pasm",TRUE
-106.92532,38.72704,"pasm",TRUE
-114.3167,49.4667,"pasm",TRUE
-106.61171,40.3847,"pasm",TRUE
-106.47836,38.78343,"pasm",TRUE
-106.40919,38.82777,"pasm",TRUE
-114.3833,49.95,"pasm",TRUE
-119.916,49.362,"pasm",TRUE
-114.5833,50.95,"pasm",TRUE
-105.2386,39.73249,"pasm",TRUE
-119.4464,38.14623,"pasm",TRUE
-107.0106,38.95638,"pasm",TRUE
-110.03083,45.8225,"pasm",TRUE
-109.94295,45.45053,"pasm",TRUE
-116.088,43.787463,"pasm",TRUE
-110.50075,46.16661,"pasm",TRUE
-114.98778,50.59944,"pasm",TRUE
-105.72473,39.69584,"pasm",TRUE
-114.7,49.63333,"pasm",TRUE
-114.4167,50.4667,"pasm",TRUE
-114.7,50.48333,"pasm",TRUE
-119.033,48.833,"pasm",TRUE
-110.22093,45.52306,"pasm",TRUE
-113.8667,49.0833,"pasm",TRUE
-106.48419,38.66017,"pasm",TRUE
-106.409237,38.827879,"pasm",TRUE
-106.94199,39.01166,"pasm",TRUE
-116.91667,52.11667,"pasm",TRUE
-117.413,48.302,"pasm",TRUE
-118.478,48.608,"pasm",TRUE
-115.29,43.819,"pasm",TRUE
-109.97554,45.89531,"pasm",TRUE
-109.20139,47.12694,"pasm",TRUE
-103.702713,44.024604,"pasm",TRUE
-110.545,46.927,"pasm",TRUE
-110.2,45.95,"pasm",TRUE
-106.93542,38.10388,"pasm",TRUE
-120.786,49.064,"pasm",TRUE
-114.338,49.39,"pasm",TRUE
-106.75167,39.01583,"pasm",TRUE
-115.883,52.117,"pasm",TRUE
-105.64278,39.58861,"pasm",TRUE
-120.8033,49.0717,"pasm",TRUE
-113.91,49.054,"pasm",TRUE
-106.9804099,38.9499258,"pasm",TRUE
-114.0667,49.0167,"pasm",TRUE
-120.483,48.983,"pasm",TRUE
-120.9167,49.0667,"pasm",TRUE
-120.764,49.07,"pasm",TRUE
-120.679,48.742,"pasm",TRUE
-106.918661,40.353312,"pasm",TRUE
-106.4003934,38.81993137,"pasm",TRUE
-106.5167,38.68165,"pasm",TRUE
-121.2,46.567,"pasm",TRUE
-121.054,46.64417,"pasm",TRUE
-106.90949,39.00721,"pasm",TRUE
-111.11859,48.82611,"pasm",TRUE
-110.772,43.474,"pasm",TRUE
-119.98855,38.69536,"pasm",TRUE
-110.87491,43.90039,"pasm",TRUE
-113.9,49.0667,"pasm",TRUE
-106.97505,38.9811,"pasm",TRUE
-110.9006079,46.53981935,"pasm",TRUE
-134.0833,59.0833,"pasm",TRUE
-106.914,44.573,"pasm",TRUE
-111.936,45.296,"pasm",TRUE
-114.9833,50.6,"pasm",TRUE
-115.0667,51.1,"pasm",TRUE
-119.83924,48.65543,"pasm",TRUE
-103.859779,44.491585,"pasm",TRUE
-109.83594,43.2906,"pasm",TRUE
-114.287,49.559,"pasm",TRUE
-105.592898,39.642849,"pasm",TRUE
-103.85937,44.49082,"pasm",TRUE
-103.845177,44.48083,"pasm",TRUE
-119.5667,49.1833,"pasm",TRUE
-105.526,40.377,"pasm",TRUE
-120.7667,49.1,"pasm",TRUE
-125.833332,49.666666,"pasm",TRUE
-105.69056,40.30915,"pasm",TRUE
-105.364364,38.970448,"pasm",TRUE
-110.915,43.475,"pasm",TRUE
-105.525514,40.377117,"pasm",TRUE
-105.365179,38.96828,"pasm",TRUE
-105.616078,40.254835,"pasm",TRUE
-105.516,40.073,"pasm",TRUE
-105.5525,40.05888,"pasm",TRUE
-105.49192,39.96137,"pasm",TRUE
-105.57111,40.00999,"pasm",TRUE
-105.57972,40.0111,"pasm",TRUE
-135.0375,60.6742,"pasm",TRUE
-119.2707077,37.9698621,"pasm",TRUE
-105.17082,40.10387,"pasm",TRUE
-105.51038,39.95991698,"pasm",TRUE
-135.057,60.721,"pasm",TRUE
-105.23806,39.7325,"pasm",TRUE
-105.643716,39.588228,"pasm",TRUE
-121.7387,50.8703,"pasm",TRUE
-105.22639,39.25472,"pasm",TRUE
-118.80027,37.47023,"pasm",TRUE
-118.71594,37.24188,"pasm",TRUE
-119.6757,49.2375,"pasm",TRUE
-105.62694,39.76583,"pasm",TRUE
-106.20474,41.89552,"pasm",TRUE
-111.01216,43.76048,"pasm",TRUE
-106.99229,44.6833,"pasm",TRUE
-118.37664,36.77302,"pasm",TRUE
-105.5603811,39.93991702,"pasm",TRUE
-116.0833,51.5,"pasm",TRUE
-115.1333,51.2,"pasm",TRUE
-118.45,52.9167,"pasm",TRUE
-115.6971,51.0848,"pasm",TRUE
-118.42315,36.82605,"pasm",TRUE
-118.29044,44.91604,"pasm",TRUE
-106.539777,37.367055,"pasm",TRUE
-105.58917,39.90499,"pasm",TRUE
-118.9167,50.4,"pasm",TRUE
-105.36166,39.69138,"pasm",TRUE
-117.60271,44.94015,"pasm",TRUE
-105.6905,40.3383,"pasm",TRUE
-103.59877,43.766686,"pasm",TRUE
-121.6,51.1,"pasm",TRUE
-121.5833,51.0833,"pasm",TRUE
-122.488899,42.750999,"pasm",TRUE
-122.1410442,52.13972877,"pasm",TRUE
-121.95,51.25,"pasm",TRUE
-122.15,52.1333,"pasm",TRUE
-122.106694,42.94374,"pasm",TRUE
-116.1833,51.3167,"pasm",TRUE
-105.5215021,40.37711249,"pasm",TRUE
-121.9167,51.3,"pasm",TRUE
-121.7167,50.2333,"pasm",TRUE
-121.9333,51.2667,"pasm",TRUE
-121.9167,51.2833,"pasm",TRUE
-106.06252,39.36166,"pasm",TRUE
-119.7167,49.45,"pasm",TRUE
-115.922,47.473,"pasm",TRUE
-115.566669,51.166666,"pasm",TRUE
-120.34868,48.17808,"pasm",TRUE
-118.626,44.583,"pasm",TRUE
-117.11409,47.92129,"pasm",TRUE
-110.5472,44.59645,"pasm",TRUE
-119.253181,37.924328,"pasm",TRUE
-119.252891,37.924745,"pasm",TRUE
-118.40808,36.75838,"pasm",TRUE
-119.26742,37.92251,"pasm",TRUE
-120.3326,48.22793,"pasm",TRUE
-106.698938,44.348307,"pasm",TRUE
-105.252,40.027,"pasm",TRUE
-106.7903918,37.47995507,"pasm",TRUE
-105.2211,39.75554,"pasm",TRUE
-119.21921,37.89995,"pasm",TRUE
-104.98417,39.73917,"pasm",TRUE
-105.60028,39.76471,"pasm",TRUE
-120.56038,48.45681,"pasm",TRUE
-120.6426,48.4668,"pasm",TRUE
-110.996884,44.148258,"pasm",TRUE
-105.64038,39.57992241,"pasm",TRUE
-105.27055,40.01499,"pasm",TRUE
-104.740609,38.641373,"pasm",TRUE
-105.508335,40.072207,"pasm",TRUE
-122.0833,50.7333,"pasm",TRUE
-119.9167,49.8167,"pasm",TRUE
-122.0167,51.1167,"pasm",TRUE
-121.7333,50.8667,"pasm",TRUE
-121.4167,49.35,"pasm",TRUE
-110.839,47.098,"pasm",TRUE
-119.28683,37.94812,"pasm",TRUE
-122.38325,41.22729,"pasm",TRUE
-111.79889,40.625,"pasm",TRUE
-111.741682,40.698524,"pasm",TRUE
-110.547196,44.596445,"pasm",TRUE
-110.502495,44.583077,"pasm",TRUE
-135.1333,60.95,"pasm",TRUE
-129.629,54.203,"pasm",TRUE
-120.1369,38.89671,"pasm",TRUE
-120.0667,49.35,"pasm",TRUE
-114.375,49.57,"pasm",TRUE
-120.6167,49.9333,"pasm",TRUE
-115.5,51.15,"pasm",TRUE
-106.25047,41.37176,"pasm",TRUE
-122.55,52.0833,"pasm",TRUE
-122.566,52.115,"pasm",TRUE
-117.2667,52.9167,"pasm",TRUE
-110.4909279,44.54495311,"pasm",TRUE
-116.7833,53.0667,"pasm",TRUE
-117.1898,52.6465,"pasm",TRUE
-116.9008058,48.17976819,"pasm",TRUE
-120.077,49.357,"pasm",TRUE
-122.5833,50.6833,"pasm",TRUE
-111.768238,40.7264,"pasm",TRUE
-122.554149,38.45991,"pasm",TRUE
-118.088,52.878,"pasm",TRUE
-120.6667,50.1667,"pasm",TRUE
-120.671,50.164,"pasm",TRUE
-116.9167,49.9167,"pasm",TRUE
-105.27,40.014972,"pasm",TRUE
-121.407,49.341,"pasm",TRUE
-121.4223,49.352,"pasm",TRUE
-106.2903944,39.2499244,"pasm",TRUE
-110.7405763,44.64983062,"pasm",TRUE
-115.95,50.9667,"pasm",TRUE
-121.682,49.187,"pasm",TRUE
-121.6763,49.1837,"pasm",TRUE
-121.6833,49.1833,"pasm",TRUE
-105.04442,38.84054,"pasm",TRUE
-107.671449,38.022772,"pasm",TRUE
-106.186689,39.366377,"pasm",TRUE
-117.2333,52.25,"pasm",TRUE
-110.313245,46.458282,"pasm",TRUE
-117.2167,49.2833,"pasm",TRUE
-107.250904,44.500245,"pasm",TRUE
-105.777785,39.79832,"pasm",TRUE
-116.0833,51.4667,"pasm",TRUE
-117.8,49.0833,"pasm",TRUE
-114.5,50.6167,"pasm",TRUE
-121,50.4833,"pasm",TRUE
-116.183333,51.433333,"pasm",TRUE
-106.958309,40.275517,"pasm",TRUE
-122.2667,50.6667,"pasm",TRUE
-105.53418,38.960104,"pasm",TRUE
-105.697504,39.706098,"pasm",TRUE
-105.468344,37.58306,"pasm",TRUE
-107.812285,37.937494,"pasm",TRUE
-120.27701,47.19929,"pasm",TRUE
-120.658333,39.325,"pasm",TRUE
-105.2203702,39.7499219,"pasm",TRUE
-104.984703,39.739154,"pasm",TRUE
-109.862793,47.115609,"pasm",TRUE
-105.0003451,37.49996419,"pasm",TRUE
-114.058614,51.022905,"pasm",TRUE
-105.388045,40.675815,"pasm",TRUE
-105.247489,39.86082,"pasm",TRUE
-115.129722,51.198056,"pasm",TRUE
-104.9803493,38.06995299,"pasm",TRUE
-120.48316,48.97375,"pasm",TRUE
-115.71667,54.15,"pasm",TRUE
-106.56392,39.10888,"pasm",TRUE
-107.328553,39.535977,"pasm",TRUE
-105.05693,38.993881,"pasm",TRUE
-133.8,60,"pasm",TRUE
-105.782508,39.625265,"pasm",TRUE
-111.636803,40.241299,"pasm",TRUE
-114.4,50,"pasm",TRUE
-117.8,49.078,"pasm",TRUE
-121.124,46.664,"pasm",TRUE
-116.1833,51.4333,"pasm",TRUE
-105.560143,38.887842,"pasm",TRUE
-106.662938,39.035586,"pasm",TRUE
-110.162675,44.506411,"pasm",TRUE
-105.692869,39.718247,"pasm",TRUE
-115.5667,51.1667,"pasm",TRUE
-105.099013,40.415538,"pasm",TRUE
