model,cor.model,auc.model,oldRange,newRange,areaLoss,areaGain,species,iter
mg85,0.356474991,0.827945665,0.578337476,0.629341687,0.008598423,0.059602634,Erebia.epipsodea,10
mp26,0.356474991,0.827945665,0.578337476,0.61646705,0.011525232,0.049654806,Erebia.epipsodea,10
mp45,0.356474991,0.827945665,0.578337476,0.610679632,0.02309012,0.055432276,Erebia.epipsodea,10
mp85,0.356474991,0.827945665,0.578337476,0.645318997,0.01348598,0.080467501,Erebia.epipsodea,10
gf26,0.375466492,0.864504986,0.47005308,0.43730601,0.056700924,0.023953854,parnassius.clean,1
gf45,0.375466492,0.864504986,0.47005308,0.451284616,0.047039749,0.028271285,parnassius.clean,1
gf85,0.375466492,0.864504986,0.47005308,0.465263221,0.037378574,0.032588715,parnassius.clean,1
he26,0.375466492,0.864504986,0.47005308,0.502932412,0.017588703,0.050468035,parnassius.clean,1
he45,0.375466492,0.864504986,0.47005308,0.504873323,0.02605014,0.060870383,parnassius.clean,1
he85,0.375466492,0.864504986,0.47005308,0.498483374,0.035939506,0.0643698,parnassius.clean,1
mg26,0.375466492,0.864504986,0.47005308,0.490072585,0.009798999,0.029818503,parnassius.clean,1
mg45,0.375466492,0.864504986,0.47005308,0.48522952,0.018581908,0.033758347,parnassius.clean,1
mg85,0.375466492,0.864504986,0.47005308,0.528408794,0.007019537,0.065375251,parnassius.clean,1
mp26,0.375466492,0.864504986,0.47005308,0.490190151,0.022098771,0.042235842,parnassius.clean,1
mp45,0.375466492,0.864504986,0.47005308,0.499305574,0.020046906,0.049299399,parnassius.clean,1
mp85,0.375466492,0.864504986,0.47005308,0.511657578,0.019672244,0.061276742,parnassius.clean,1
gf26,0.347480602,0.83433752,0.439973889,0.413686848,0.062367241,0.0360802,parnassius.clean,2
gf45,0.347480602,0.83433752,0.439973889,0.436612669,0.043020841,0.039659621,parnassius.clean,2
gf85,0.347480602,0.83433752,0.439973889,0.446456732,0.043541991,0.050024834,parnassius.clean,2
he26,0.347480602,0.83433752,0.439973889,0.473798446,0.026837547,0.060662105,parnassius.clean,2
he45,0.347480602,0.83433752,0.439973889,0.482369192,0.035453137,0.07784844,parnassius.clean,2
he85,0.347480602,0.83433752,0.439973889,0.477305027,0.046401113,0.083732252,parnassius.clean,2
mg26,0.347480602,0.83433752,0.439973889,0.466336934,0.010165836,0.036528882,parnassius.clean,2
mg45,0.347480602,0.83433752,0.439973889,0.463170728,0.019721704,0.042918543,parnassius.clean,2
mg85,0.347480602,0.83433752,0.439973889,0.508805798,0.008754326,0.077586235,parnassius.clean,2
mp26,0.347480602,0.83433752,0.439973889,0.468452503,0.022686104,0.051164717,parnassius.clean,2
mp45,0.347480602,0.83433752,0.439973889,0.472490811,0.027581214,0.060098136,parnassius.clean,2
mp85,0.347480602,0.83433752,0.439973889,0.493812444,0.029154063,0.082992619,parnassius.clean,2
gf26,0.366537042,0.853830074,0.447639632,0.430617602,0.055758791,0.03873676,parnassius.clean,3
gf45,0.366537042,0.853830074,0.447639632,0.448928761,0.045116383,0.046405511,parnassius.clean,3
gf85,0.366537042,0.853830074,0.447639632,0.45696493,0.043413095,0.052738392,parnassius.clean,3
he26,0.366537042,0.853830074,0.447639632,0.480097455,0.026975795,0.059433617,parnassius.clean,3
he45,0.366537042,0.853830074,0.447639632,0.488147335,0.033217046,0.073724749,parnassius.clean,3
he85,0.366537042,0.853830074,0.447639632,0.484925125,0.045338711,0.082624204,parnassius.clean,3
mg26,0.366537042,0.853830074,0.447639632,0.462289819,0.012586389,0.027236576,parnassius.clean,3
mg45,0.366537042,0.853830074,0.447639632,0.468117362,0.020549772,0.041027501,parnassius.clean,3
mg85,0.366537042,0.853830074,0.447639632,0.504534356,0.009841339,0.066736063,parnassius.clean,3
mp26,0.366537042,0.853830074,0.447639632,0.479070761,0.0211666,0.052597728,parnassius.clean,3
mp45,0.366537042,0.853830074,0.447639632,0.487682922,0.023722816,0.063766106,parnassius.clean,3
mp85,0.366537042,0.853830074,0.447639632,0.500995923,0.02530901,0.078665301,parnassius.clean,3
gf26,0.335824051,0.831119214,0.42702431,0.39777407,0.055886548,0.026636307,parnassius.clean,4
gf45,0.335824051,0.831119214,0.42702431,0.413229064,0.040510449,0.026715203,parnassius.clean,4
gf85,0.335824051,0.831119214,0.42702431,0.419864544,0.043966487,0.03680672,parnassius.clean,4
he26,0.335824051,0.831119214,0.42702431,0.455518535,0.027556154,0.056050379,parnassius.clean,4
he45,0.335824051,0.831119214,0.42702431,0.461296482,0.033230145,0.067502316,parnassius.clean,4
he85,0.335824051,0.831119214,0.42702431,0.455414952,0.043595597,0.071986238,parnassius.clean,4
mg26,0.335824051,0.831119214,0.42702431,0.448620353,0.010287876,0.031883918,parnassius.clean,4
mg45,0.335824051,0.831119214,0.42702431,0.443924483,0.019430841,0.036331014,parnassius.clean,4
mg85,0.335824051,0.831119214,0.42702431,0.486429494,0.0090739,0.068479083,parnassius.clean,4
mp26,0.335824051,0.831119214,0.42702431,0.447506029,0.023371528,0.043853247,parnassius.clean,4
mp45,0.335824051,0.831119214,0.42702431,0.457417402,0.024229685,0.054622776,parnassius.clean,4
mp85,0.335824051,0.831119214,0.42702431,0.470018854,0.025008193,0.068002737,parnassius.clean,4
gf26,0.323038871,0.824142679,0.436993342,0.424150088,0.052846415,0.040003161,parnassius.clean,5
gf45,0.323038871,0.824142679,0.436993342,0.453026038,0.032616124,0.04864882,parnassius.clean,5
gf85,0.323038871,0.824142679,0.436993342,0.460035995,0.036377815,0.059420467,parnassius.clean,5
he26,0.323038871,0.824142679,0.436993342,0.483873906,0.023990012,0.070870576,parnassius.clean,5
he45,0.323038871,0.824142679,0.436993342,0.489747564,0.031792499,0.08454672,parnassius.clean,5
he85,0.323038871,0.824142679,0.436993342,0.495621221,0.039594986,0.098222865,parnassius.clean,5
mg26,0.323038871,0.824142679,0.436993342,0.467169909,0.00865887,0.038835437,parnassius.clean,5
mg45,0.323038871,0.824142679,0.436993342,0.470123572,0.015972696,0.049102927,parnassius.clean,5
mg85,0.323038871,0.824142679,0.436993342,0.512225455,0.007421419,0.082653532,parnassius.clean,5
mp26,0.323038871,0.824142679,0.436993342,0.482459457,0.016155877,0.061621991,parnassius.clean,5
mp45,0.323038871,0.824142679,0.436993342,0.490958651,0.01795971,0.071925018,parnassius.clean,5
mp85,0.323038871,0.824142679,0.436993342,0.509207056,0.01894294,0.091156653,parnassius.clean,5
gf26,0.335871796,0.837909871,0.45504351,0.462123559,0.038712518,0.045792568,parnassius.clean,6
gf45,0.335871796,0.837909871,0.45504351,0.480459612,0.023191476,0.048607579,parnassius.clean,6
gf85,0.335871796,0.837909871,0.45504351,0.492992263,0.02165543,0.059604183,parnassius.clean,6
he26,0.335871796,0.837909871,0.45504351,0.514514986,0.011189336,0.070660812,parnassius.clean,6
he45,0.335871796,0.837909871,0.45504351,0.520458085,0.018626744,0.084041319,parnassius.clean,6
he85,0.335871796,0.837909871,0.45504351,0.521483724,0.023950907,0.090391121,parnassius.clean,6
mg26,0.335871796,0.837909871,0.45504351,0.49028634,0.007072579,0.04231541,parnassius.clean,6
mg45,0.335871796,0.837909871,0.45504351,0.491695846,0.013167807,0.049820144,parnassius.clean,6
mg85,0.335871796,0.837909871,0.45504351,0.539621799,0.005270902,0.089849191,parnassius.clean,6
mp26,0.335871796,0.837909871,0.45504351,0.495187784,0.016531292,0.056675567,parnassius.clean,6
mp45,0.335871796,0.837909871,0.45504351,0.503733973,0.018254667,0.06694513,parnassius.clean,6
mp85,0.335871796,0.837909871,0.45504351,0.526168588,0.016361097,0.087486176,parnassius.clean,6
gf26,0.335244576,0.837226055,0.432671494,0.426176538,0.046487333,0.039992377,parnassius.clean,7
gf45,0.335244576,0.837226055,0.432671494,0.448178885,0.032185045,0.047692436,parnassius.clean,7
gf85,0.335244576,0.837226055,0.432671494,0.464264453,0.029313354,0.060906313,parnassius.clean,7
he26,0.335244576,0.837226055,0.432671494,0.489968428,0.015995769,0.073292702,parnassius.clean,7
he45,0.335244576,0.837226055,0.432671494,0.494291387,0.023710106,0.085329999,parnassius.clean,7
he85,0.335244576,0.837226055,0.432671494,0.498614347,0.031424443,0.097367295,parnassius.clean,7
mg26,0.335244576,0.837226055,0.432671494,0.456339887,0.007985129,0.031653522,parnassius.clean,7
mg45,0.335244576,0.837226055,0.432671494,0.461914046,0.014616122,0.043858674,parnassius.clean,7
mg85,0.335244576,0.837226055,0.432671494,0.502809069,0.005399442,0.075537017,parnassius.clean,7
mp26,0.335244576,0.837226055,0.432671494,0.480507734,0.015601872,0.063438111,parnassius.clean,7
mp45,0.335244576,0.837226055,0.432671494,0.485524236,0.019021602,0.071874343,parnassius.clean,7
mp85,0.335244576,0.837226055,0.432671494,0.505090392,0.017076238,0.089495136,parnassius.clean,7
gf26,0.336341609,0.836049038,0.432949187,0.434861151,0.047883625,0.04979559,parnassius.clean,8
gf45,0.336341609,0.836049038,0.432949187,0.45181076,0.034986313,0.053847886,parnassius.clean,8
gf85,0.336341609,0.836049038,0.432949187,0.465486397,0.033848773,0.066385983,parnassius.clean,8
he26,0.336341609,0.836049038,0.432949187,0.483904067,0.022996206,0.073951086,parnassius.clean,8
he45,0.336341609,0.836049038,0.432949187,0.491429086,0.029567644,0.088047544,parnassius.clean,8
he85,0.336341609,0.836049038,0.432949187,0.493590373,0.037724856,0.098366042,parnassius.clean,8
mg26,0.336341609,0.836049038,0.432949187,0.461633308,0.009127509,0.037811631,parnassius.clean,8
mg45,0.336341609,0.836049038,0.432949187,0.464550659,0.016941481,0.048542954,parnassius.clean,8
mg85,0.336341609,0.836049038,0.432949187,0.5068369,0.00762679,0.081514503,parnassius.clean,8
mp26,0.336341609,0.836049038,0.432949187,0.474589081,0.018604402,0.060244296,parnassius.clean,8
mp45,0.336341609,0.836049038,0.432949187,0.478844473,0.018596342,0.064491628,parnassius.clean,8
mp85,0.336341609,0.836049038,0.432949187,0.499620582,0.01975633,0.086427725,parnassius.clean,8
gf26,0.354976293,0.856184741,0.449461451,0.442980876,0.052910015,0.04642944,parnassius.clean,9
gf45,0.354976293,0.856184741,0.449461451,0.460068343,0.039423066,0.050029958,parnassius.clean,9
gf85,0.354976293,0.856184741,0.449461451,0.472231843,0.037946461,0.060716854,parnassius.clean,9
he26,0.354976293,0.856184741,0.449461451,0.503258173,0.019810695,0.073607417,parnassius.clean,9
he45,0.354976293,0.856184741,0.449461451,0.508603769,0.028061212,0.08720353,parnassius.clean,9
he85,0.354976293,0.856184741,0.449461451,0.505998818,0.037114227,0.093651594,parnassius.clean,9
mg26,0.354976293,0.856184741,0.449461451,0.476381658,0.009899909,0.036820116,parnassius.clean,9
mg45,0.354976293,0.856184741,0.449461451,0.479527292,0.018308001,0.048373842,parnassius.clean,9
mg85,0.354976293,0.856184741,0.449461451,0.52001727,0.009750289,0.080306108,parnassius.clean,9
mp26,0.354976293,0.856184741,0.449461451,0.489712839,0.019985243,0.060236631,parnassius.clean,9
mp45,0.354976293,0.856184741,0.449461451,0.498613239,0.022998527,0.072150315,parnassius.clean,9
mp85,0.354976293,0.856184741,0.449461451,0.51653001,0.02406948,0.091138039,parnassius.clean,9
gf26,0.322875365,0.81907185,0.439108876,0.430322074,0.041953357,0.033166555,parnassius.clean,10
gf45,0.322875365,0.81907185,0.439108876,0.440697582,0.034586051,0.036174757,parnassius.clean,10
gf85,0.322875365,0.81907185,0.439108876,0.463253131,0.027920158,0.052064412,parnassius.clean,10
he26,0.322875365,0.81907185,0.439108876,0.475631844,0.020858101,0.057381069,parnassius.clean,10
he45,0.322875365,0.81907185,0.439108876,0.479561536,0.028722199,0.069174859,parnassius.clean,10
he85,0.322875365,0.81907185,0.439108876,0.47685647,0.03949002,0.077237614,parnassius.clean,10
mg26,0.322875365,0.81907185,0.439108876,0.464959011,0.007307435,0.033157569,parnassius.clean,10
mg45,0.322875365,0.81907185,0.439108876,0.466075621,0.013484834,0.040451579,parnassius.clean,10
mg85,0.322875365,0.81907185,0.439108876,0.505928838,0.006090687,0.072910648,parnassius.clean,10
mp26,0.322875365,0.81907185,0.439108876,0.473079827,0.017179381,0.051150332,parnassius.clean,10
mp45,0.322875365,0.81907185,0.439108876,0.477198474,0.01965077,0.057740368,parnassius.clean,10
mp85,0.322875365,0.81907185,0.439108876,0.497792991,0.017945936,0.07663005,parnassius.clean,10
gf26,0.683770805,0.880299604,0.629318454,0.715727467,0.000103271,0.086512283,Pieris.rapae,1
gf45,0.683770805,0.880299604,0.629318454,0.719550893,0.000241072,0.090473511,Pieris.rapae,1
gf85,0.683770805,0.880299604,0.629318454,0.740953006,0.000564581,0.112199133,Pieris.rapae,1
he26,0.683770805,0.880299604,0.629318454,0.710310882,0,0.080992428,Pieris.rapae,1
he45,0.683770805,0.880299604,0.629318454,0.730611628,1.63E-06,0.101294806,Pieris.rapae,1
he85,0.683770805,0.880299604,0.629318454,0.752440805,2.90E-06,0.123125252,Pieris.rapae,1
mg26,0.683770805,0.880299604,0.629318454,0.660968037,0.000675695,0.032325277,Pieris.rapae,1
mg45,0.683770805,0.880299604,0.629318454,0.682218394,0.000198732,0.053098672,Pieris.rapae,1
mg85,0.683770805,0.880299604,0.629318454,0.696056012,0.000101648,0.066839206,Pieris.rapae,1
mp26,0.683770805,0.880299604,0.629318454,0.700863831,0.000216881,0.071762258,Pieris.rapae,1
mp45,0.683770805,0.880299604,0.629318454,0.725375624,0.000117872,0.096175042,Pieris.rapae,1
mp85,0.683770805,0.880299604,0.629318454,0.741129024,9.23E-05,0.111902895,Pieris.rapae,1
gf26,0.694906924,0.890813288,0.634274818,0.724794008,0.000372223,0.090891413,Pieris.rapae,2
gf45,0.694906924,0.890813288,0.634274818,0.730305996,0.001216337,0.097247515,Pieris.rapae,2
gf85,0.694906924,0.890813288,0.634274818,0.750052906,0.002302469,0.118080557,Pieris.rapae,2
he26,0.694906924,0.890813288,0.634274818,0.715551443,0.000264704,0.081541329,Pieris.rapae,2
he45,0.694906924,0.890813288,0.634274818,0.736407088,2.13E-05,0.102153601,Pieris.rapae,2
he85,0.694906924,0.890813288,0.634274818,0.761079502,2.53E-05,0.126829999,Pieris.rapae,2
mg26,0.694906924,0.890813288,0.634274818,0.666819284,0.002275779,0.034820245,Pieris.rapae,2
mg45,0.694906924,0.890813288,0.634274818,0.685707259,0.001354236,0.052786678,Pieris.rapae,2
mg85,0.694906924,0.890813288,0.634274818,0.702415623,0.000402601,0.068543406,Pieris.rapae,2
mp26,0.694906924,0.890813288,0.634274818,0.706516898,0.000420985,0.072663064,Pieris.rapae,2
mp45,0.694906924,0.890813288,0.634274818,0.731271557,0.000743208,0.097739947,Pieris.rapae,2
mp85,0.694906924,0.890813288,0.634274818,0.748810927,0.000168978,0.114705087,Pieris.rapae,2
gf26,0.669127003,0.871100336,0.628944293,0.71814241,0.000953138,0.090151255,Pieris.rapae,3
gf45,0.669127003,0.871100336,0.628944293,0.720294025,0.002499659,0.093849391,Pieris.rapae,3
gf85,0.669127003,0.871100336,0.628944293,0.739320179,0.004848916,0.115224802,Pieris.rapae,3
he26,0.669127003,0.871100336,0.628944293,0.710695881,2.54E-05,0.081776958,Pieris.rapae,3
he45,0.669127003,0.871100336,0.628944293,0.730703829,4.53648E-05,0.101804901,Pieris.rapae,3
he85,0.669127003,0.871100336,0.628944293,0.750711778,6.54E-05,0.121832844,Pieris.rapae,3
mg26,0.669127003,0.871100336,0.628944293,0.667972107,0.001116163,0.040143977,Pieris.rapae,3
mg45,0.669127003,0.871100336,0.628944293,0.68505414,0.000622028,0.056731875,Pieris.rapae,3
mg85,0.669127003,0.871100336,0.628944293,0.700914107,0.000382264,0.072352078,Pieris.rapae,3
mp26,0.669127003,0.871100336,0.628944293,0.698368394,0.001011304,0.070435405,Pieris.rapae,3
mp45,0.669127003,0.871100336,0.628944293,0.723993845,0.000793828,0.09584338,Pieris.rapae,3
mp85,0.669127003,0.871100336,0.628944293,0.739583634,0.000354575,0.110993916,Pieris.rapae,3
gf26,0.674227563,0.873686975,0.634473193,0.702681876,0.001242293,0.069450977,Pieris.rapae,4
gf45,0.674227563,0.873686975,0.634473193,0.702021184,0.002512573,0.070060565,Pieris.rapae,4
gf85,0.674227563,0.873686975,0.634473193,0.727199852,0.000913576,0.093640235,Pieris.rapae,4
he26,0.674227563,0.873686975,0.634473193,0.70568491,0.001031207,0.072242924,Pieris.rapae,4
he45,0.674227563,0.873686975,0.634473193,0.726014931,2.13E-05,0.091563008,Pieris.rapae,4
he85,0.674227563,0.873686975,0.634473193,0.746325663,3.78E-06,0.111856252,Pieris.rapae,4
mg26,0.674227563,0.873686975,0.634473193,0.665651937,0.003428585,0.034607329,Pieris.rapae,4
mg45,0.674227563,0.873686975,0.634473193,0.680141289,0.002650395,0.048318491,Pieris.rapae,4
mg85,0.674227563,0.873686975,0.634473193,0.696953838,0.001165518,0.063646162,Pieris.rapae,4
mp26,0.674227563,0.873686975,0.634473193,0.696477616,0.000211769,0.062216192,Pieris.rapae,4
mp45,0.674227563,0.873686975,0.634473193,0.721189453,0.000700432,0.087416692,Pieris.rapae,4
mp85,0.674227563,0.873686975,0.634473193,0.73493481,0.000282212,0.10074383,Pieris.rapae,4
gf26,0.652709078,0.866767365,0.627053526,0.723049841,0.000252317,0.096248632,Pieris.rapae,5
gf45,0.652709078,0.866767365,0.627053526,0.726825708,0.000964597,0.100736779,Pieris.rapae,5
gf85,0.652709078,0.866767365,0.627053526,0.749733974,0.00191902,0.124599468,Pieris.rapae,5
he26,0.652709078,0.866767365,0.627053526,0.713667343,1.70E-07,0.086613988,Pieris.rapae,5
he45,0.652709078,0.866767365,0.627053526,0.736191268,0,0.109137742,Pieris.rapae,5
he85,0.652709078,0.866767365,0.627053526,0.759453907,8.80E-06,0.132409186,Pieris.rapae,5
mg26,0.652709078,0.866767365,0.627053526,0.663043492,0.000785453,0.036775419,Pieris.rapae,5
mg45,0.652709078,0.866767365,0.627053526,0.686132635,0.000273288,0.059352398,Pieris.rapae,5
mg85,0.652709078,0.866767365,0.627053526,0.702030611,0.000190714,0.0751678,Pieris.rapae,5
mp26,0.652709078,0.866767365,0.627053526,0.706464264,0.00018584,0.079596578,Pieris.rapae,5
mp45,0.652709078,0.866767365,0.627053526,0.732426984,0.000130107,0.105503565,Pieris.rapae,5
mp85,0.652709078,0.866767365,0.627053526,0.750559391,5.74E-05,0.123563277,Pieris.rapae,5
gf26,0.67408921,0.877917408,0.636508238,0.709314547,0.000916533,0.073722842,Pieris.rapae,6
gf45,0.67408921,0.877917408,0.636508238,0.709755604,0.002292243,0.075539609,Pieris.rapae,6
gf85,0.67408921,0.877917408,0.636508238,0.735645821,0.003893389,0.103030972,Pieris.rapae,6
he26,0.67408921,0.877917408,0.636508238,0.715751952,2.68E-07,0.079243983,Pieris.rapae,6
he45,0.67408921,0.877917408,0.636508238,0.736249701,2.90E-05,0.099770451,Pieris.rapae,6
he85,0.67408921,0.877917408,0.636508238,0.755117991,0.000228862,0.118838615,Pieris.rapae,6
mg26,0.67408921,0.877917408,0.636508238,0.667273776,0.000814648,0.031580187,Pieris.rapae,6
mg45,0.67408921,0.877917408,0.636508238,0.686777674,0.000299064,0.0505685,Pieris.rapae,6
mg85,0.67408921,0.877917408,0.636508238,0.704388024,0.000222992,0.068102778,Pieris.rapae,6
mp26,0.67408921,0.877917408,0.636508238,0.699079178,0.000885662,0.063456602,Pieris.rapae,6
mp45,0.67408921,0.877917408,0.636508238,0.724799546,0.000933321,0.089224629,Pieris.rapae,6
mp85,0.67408921,0.877917408,0.636508238,0.738574508,0.000896885,0.102963156,Pieris.rapae,6
gf26,0.652104194,0.860475342,0.624061685,0.704739577,0.001304593,0.081982485,Pieris.rapae,7
gf45,0.652104194,0.860475342,0.624061685,0.70725016,0.003162114,0.086350588,Pieris.rapae,7
gf85,0.652104194,0.860475342,0.624061685,0.730132788,0.006113145,0.112184247,Pieris.rapae,7
he26,0.652104194,0.860475342,0.624061685,0.704160269,0.000130364,0.080228947,Pieris.rapae,7
he45,0.652104194,0.860475342,0.624061685,0.72348735,0.000549863,0.099975527,Pieris.rapae,7
he85,0.652104194,0.860475342,0.624061685,0.742832519,0.001156379,0.119927213,Pieris.rapae,7
mg26,0.652104194,0.860475342,0.624061685,0.661995201,0.000166322,0.038099837,Pieris.rapae,7
mg45,0.652104194,0.860475342,0.624061685,0.676337328,0.000247124,0.052522766,Pieris.rapae,7
mg85,0.652104194,0.860475342,0.624061685,0.692995824,0.000159036,0.069093175,Pieris.rapae,7
mp26,0.652104194,0.860475342,0.624061685,0.68629376,0.001321044,0.063553119,Pieris.rapae,7
mp45,0.652104194,0.860475342,0.624061685,0.71491274,0.001454341,0.092305395,Pieris.rapae,7
mp85,0.652104194,0.860475342,0.624061685,0.730298466,0.001187172,0.107423953,Pieris.rapae,7
gf26,0.669304587,0.879657179,0.630904099,0.709758772,0.000328176,0.079182849,Pieris.rapae,8
gf45,0.669304587,0.879657179,0.630904099,0.713342332,0.000911873,0.083350106,Pieris.rapae,8
gf85,0.669304587,0.879657179,0.630904099,0.735210913,0.001452987,0.105759802,Pieris.rapae,8
he26,0.669304587,0.879657179,0.630904099,0.710761719,4.45E-05,0.079902071,Pieris.rapae,8
he45,0.669304587,0.879657179,0.630904099,0.732732879,2.8104E-05,0.101856884,Pieris.rapae,8
he85,0.669304587,0.879657179,0.630904099,0.754704038,1.18E-05,0.123811696,Pieris.rapae,8
mg26,0.669304587,0.879657179,0.630904099,0.661287857,0.001412089,0.031795847,Pieris.rapae,8
mg45,0.669304587,0.879657179,0.630904099,0.680116899,0.000711893,0.049924693,Pieris.rapae,8
mg85,0.669304587,0.879657179,0.630904099,0.694135767,0.00026894,0.063500608,Pieris.rapae,8
mp26,0.669304587,0.879657179,0.630904099,0.700269176,0.000356737,0.069721815,Pieris.rapae,8
mp45,0.669304587,0.879657179,0.630904099,0.726773697,0.000133372,0.096002969,Pieris.rapae,8
mp85,0.669304587,0.879657179,0.630904099,0.74288941,0.000103452,0.112088763,Pieris.rapae,8
gf26,0.681667818,0.887167678,0.631524172,0.721207119,0.000742454,0.0904254,Pieris.rapae,9
gf45,0.681667818,0.887167678,0.631524172,0.723652943,0.001873872,0.094002642,Pieris.rapae,9
gf85,0.681667818,0.887167678,0.631524172,0.744294656,0.003473636,0.11624412,Pieris.rapae,9
he26,0.681667818,0.887167678,0.631524172,0.713344537,0.000582086,0.082402451,Pieris.rapae,9
he45,0.681667818,0.887167678,0.631524172,0.73537541,4.80E-05,0.103899285,Pieris.rapae,9
he85,0.681667818,0.887167678,0.631524172,0.758915579,4.04E-06,0.127395445,Pieris.rapae,9
mg26,0.681667818,0.887167678,0.631524172,0.664929716,0.002637755,0.036043299,Pieris.rapae,9
mg45,0.681667818,0.887167678,0.631524172,0.6858156,0.001753772,0.0560452,Pieris.rapae,9
mg85,0.681667818,0.887167678,0.631524172,0.703886131,0.000610679,0.072972638,Pieris.rapae,9
mp26,0.681667818,0.887167678,0.631524172,0.707407416,0.000563893,0.076447137,Pieris.rapae,9
mp45,0.681667818,0.887167678,0.631524172,0.732235869,0.000740403,0.101452099,Pieris.rapae,9
mp85,0.681667818,0.887167678,0.631524172,0.749559277,0.000375764,0.118410869,Pieris.rapae,9
gf26,0.667089162,0.871883939,0.634036419,0.720593012,0.00060873,0.087165323,Pieris.rapae,10
gf45,0.667089162,0.871883939,0.634036419,0.724929551,0.00178129,0.092674422,Pieris.rapae,10
gf85,0.667089162,0.871883939,0.634036419,0.744309023,0.003825584,0.114098188,Pieris.rapae,10
he26,0.667089162,0.871883939,0.634036419,0.713885146,3.02E-06,0.079851747,Pieris.rapae,10
he45,0.667089162,0.871883939,0.634036419,0.733756534,8.12E-05,0.0998013,Pieris.rapae,10
he85,0.667089162,0.871883939,0.634036419,0.756810452,3.76E-05,0.122811609,Pieris.rapae,10
mg26,0.667089162,0.871883939,0.634036419,0.664018353,0.001185329,0.031167263,Pieris.rapae,10
mg45,0.667089162,0.871883939,0.634036419,0.684011405,0.000591308,0.050566293,Pieris.rapae,10
mg85,0.667089162,0.871883939,0.634036419,0.700579651,0.000408029,0.066951261,Pieris.rapae,10
